schema_version,run_id,question_index,question,k,relevant_chunk_ids,retrieved_chunk_ids,hit_chunk_ids,missed_chunk_ids,dense_ranks,bm25_ranks,hybrid_scores,pre_rerank_ranks,rerank_scores,precision,recall,hit,reciprocal_rank,ndcg
1,eval_20260818T083844334447Z,4,What are the key population groups excluded from these general potassium intake recommendations?,5,"[""potassium_intake_chunk_0021"",""potassium_intake_chunk_0064""]","[""potassium_intake_chunk_0025"",""sodium_intake_for_adults_and_children_chunk_0075"",""sodium_intake_for_adults_and_children_chunk_0019"",""potassium_intake_chunk_0069"",""potassium_intake_chunk_0021""]","[""potassium_intake_chunk_0021""]","[""potassium_intake_chunk_0064""]","[2,11,1,10,5]","[7,1,12,3,10]","[0.031054405392392875,0.03047794966520434,0.03028233151183971,0.030158730158730156,0.02967032967032967]",,,0.2,0.5,1.0,0.2,0.23719771276929622
1,eval_20260818T083844334447Z,4,What are the key population groups excluded from these general potassium intake recommendations?,10,"[""potassium_intake_chunk_0021"",""potassium_intake_chunk_0064""]","[""potassium_intake_chunk_0025"",""sodium_intake_for_adults_and_children_chunk_0075"",""sodium_intake_for_adults_and_children_chunk_0019"",""potassium_intake_chunk_0069"",""potassium_intake_chunk_0021"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0068"",""potassium_intake_chunk_0019"",""potassium_intake_chunk_0064"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0029""]","[""potassium_intake_chunk_0021"",""potassium_intake_chunk_0064""]",[],"[2,11,1,10,5,4,17,7,15,null]","[7,1,12,3,10,14,4,15,17,2]","[0.031054405392392875,0.03047794966520434,0.03028233151183971,0.030158730158730156,0.02967032967032967,0.029138513513513514,0.028612012987012988,0.028258706467661692,0.02632034632034632,0.016129032258064516]",,,0.2,1.0,1.0,0.2,0.42177340954886444
1,eval_20260818T083844334447Z,5,How does increased potassium intake interact with high dietary sodium consumption regarding blood pressure reduction?,3,"[""potassium_intake_chunk_0027"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0059""]","[""potassium_intake_chunk_0028"",""sodium_intake_for_adults_and_children_chunk_0027"",""potassium_intake_chunk_0027""]","[""potassium_intake_chunk_0027""]","[""potassium_intake_chunk_0058"",""potassium_intake_chunk_0059""]","[1,3,2]","[2,1,3]","[0.03252247488101534,0.032266458495966696,0.03200204813108039]",,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.23463936301137822
1,eval_20260818T083844334447Z,5,How does increased potassium intake interact with high dietary sodium consumption regarding blood pressure reduction?,5,"[""potassium_intake_chunk_0027"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0059""]","[""potassium_intake_chunk_0028"",""sodium_intake_for_adults_and_children_chunk_0027"",""potassium_intake_chunk_0027"",""potassium_intake_chunk_0059"",""potassium_intake_chunk_0026""]","[""potassium_intake_chunk_0027"",""potassium_intake_chunk_0059""]","[""potassium_intake_chunk_0058""]","[1,3,2,4,5]","[2,1,3,4,12]","[0.03252247488101534,0.032266458495966696,0.03200204813108039,0.03125,0.029273504273504274]",,,0.4,0.6666666666666666,1.0,0.3333333333333333,0.4367467095119258
1,eval_20260818T083844334447Z,5,How does increased potassium intake interact with high dietary sodium consumption regarding blood pressure reduction?,10,"[""potassium_intake_chunk_0027"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0059""]","[""potassium_intake_chunk_0028"",""sodium_intake_for_adults_and_children_chunk_0027"",""potassium_intake_chunk_0027"",""potassium_intake_chunk_0059"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0058"",""potassium_intake_chunk_0017"",""sodium_intake_for_adults_and_children_chunk_0066"",""potassium_intake_chunk_0060"",""potassium_intake_chunk_0173""]","[""potassium_intake_chunk_0027"",""potassium_intake_chunk_0059"",""potassium_intake_chunk_0058""]",[],"[1,3,2,4,5,14,11,15,20,null]","[2,1,3,4,12,6,16,14,20,5]","[0.03252247488101534,0.032266458495966696,0.03200204813108039,0.03125,0.029273504273504274,0.028665028665028666,0.027242401779095628,0.02684684684684685,0.025,0.015384615384615385]",,,0.3,1.0,1.0,0.3333333333333333,0.6039071644781281
1,eval_20260818T083844334447Z,6,What specific noncommunicable health conditions are associated with low potassium intake in the background section of the guideline?,3,"[""potassium_intake_chunk_0014""]","[""potassium_intake_chunk_0014"",""potassium_intake_chunk_0039"",""potassium_intake_chunk_0070""]","[""potassium_intake_chunk_0014""]",[],"[2,11,3]","[1,2,11]","[0.03252247488101534,0.03021353930031804,0.029957522915269395]",,,0.3333333333333333,1.0,1.0,1.0,1.0
1,eval_20260818T083844334447Z,6,What specific noncommunicable health conditions are associated with low potassium intake in the background section of the guideline?,5,"[""potassium_intake_chunk_0014""]","[""potassium_intake_chunk_0014"",""potassium_intake_chunk_0039"",""potassium_intake_chunk_0070"",""potassium_intake_chunk_0029"",""sodium_intake_for_adults_and_children_chunk_0077""]","[""potassium_intake_chunk_0014""]",[],"[2,11,3,14,6]","[1,2,11,4,16]","[0.03252247488101534,0.03021353930031804,0.029957522915269395,0.029138513513513514,0.028309409888357256]",,,0.2,1.0,1.0,1.0,1.0
1,eval_20260818T083844334447Z,6,What specific noncommunicable health conditions are associated with low potassium intake in the background section of the guideline?,10,"[""potassium_intake_chunk_0014""]","[""potassium_intake_chunk_0014"",""potassium_intake_chunk_0039"",""potassium_intake_chunk_0070"",""potassium_intake_chunk_0029"",""sodium_intake_for_adults_and_children_chunk_0077"",""potassium_intake_chunk_0071"",""potassium_intake_chunk_0021"",""sodium_intake_for_adults_and_children_chunk_0014"",""potassium_intake_chunk_0015"",""potassium_intake_chunk_0020""]","[""potassium_intake_chunk_0014""]",[],"[2,11,3,14,6,15,1,null,4,5]","[1,2,11,4,16,7,null,3,null,null]","[0.03252247488101534,0.03021353930031804,0.029957522915269395,0.029138513513513514,0.028309409888357256,0.028258706467661692,0.01639344262295082,0.015873015873015872,0.015625,0.015384615384615385]",,,0.1,1.0,1.0,1.0,1.0
1,eval_20260818T083844334447Z,7,How does the WHO guideline define and differentiate a 'strong recommendation' from a 'conditional recommendation'?,3,"[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0066""]","[""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0044"",""potassium_intake_chunk_0066"",""potassium_intake_chunk_0065""]","[""potassium_intake_chunk_0066"",""potassium_intake_chunk_0065""]","[""potassium_intake_chunk_0018""]","[1,4,3]","[10,9,11]","[0.030679156908665108,0.030117753623188408,0.029957522915269395]",,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5307212739772434
1,eval_20260818T083844334447Z,7,How does the WHO guideline define and differentiate a 'strong recommendation' from a 'conditional recommendation'?,5,"[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0066""]","[""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0044"",""potassium_intake_chunk_0066"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0018"",""sodium_intake_for_adults_and_children_chunk_0074""]","[""potassium_intake_chunk_0066"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0018""]",[],"[1,4,3,16,2]","[10,9,11,1,15]","[0.030679156908665108,0.030117753623188408,0.029957522915269395,0.029551337359792925,0.02946236559139785]",,,0.6,1.0,1.0,0.5,0.7328286204777911
1,eval_20260818T083844334447Z,7,How does the WHO guideline define and differentiate a 'strong recommendation' from a 'conditional recommendation'?,10,"[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0066""]","[""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0044"",""potassium_intake_chunk_0066"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0018"",""sodium_intake_for_adults_and_children_chunk_0074"",""potassium_intake_chunk_0064"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0091"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0020"",""guideline_for_the_pharmacological_treatment_of_hypertension_in_adults_chunk_0023"",""sodium_intake_for_adults_and_children_chunk_0005""]","[""potassium_intake_chunk_0066"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0018""]",[],"[1,4,3,16,2,null,null,null,null,5]","[10,9,11,1,15,2,3,4,5,null]","[0.030679156908665108,0.030117753623188408,0.029957522915269395,0.029551337359792925,0.02946236559139785,0.016129032258064516,0.015873015873015872,0.015625,0.015384615384615385,0.015384615384615385]",,,0.3,1.0,1.0,0.5,0.7328286204777911
1,eval_20260818T083844334447Z,8,"According to the document, what proportion of global deaths and overall disease burden are caused by major noncommunicable diseases (NCDs)?",3,"[""potassium_intake_chunk_0022""]","[""potassium_intake_chunk_0022"",""sodium_intake_for_adults_and_children_chunk_0023"",""potassium_intake_chunk_0014""]","[""potassium_intake_chunk_0022""]",[],"[1,2,4]","[2,1,3]","[0.03252247488101534,0.03252247488101534,0.03149801587301587]",,,0.3333333333333333,1.0,1.0,1.0,1.0
1,eval_20260818T083844334447Z,8,"According to the document, what proportion of global deaths and overall disease burden are caused by major noncommunicable diseases (NCDs)?",5,"[""potassium_intake_chunk_0022""]","[""potassium_intake_chunk_0022"",""sodium_intake_for_adults_and_children_chunk_0023"",""potassium_intake_chunk_0014"",""sodium_intake_for_adults_and_children_chunk_0014"",""potassium_intake_chunk_0023""]","[""potassium_intake_chunk_0022""]",[],"[1,2,4,3,10]","[2,1,3,7,4]","[0.03252247488101534,0.03252247488101534,0.03149801587301587,0.030798389007344232,0.029910714285714284]",,,0.2,1.0,1.0,1.0,1.0
1,eval_20260818T083844334447Z,8,"According to the document, what proportion of global deaths and overall disease burden are caused by major noncommunicable diseases (NCDs)?",10,"[""potassium_intake_chunk_0022""]","[""potassium_intake_chunk_0022"",""sodium_intake_for_adults_and_children_chunk_0023"",""potassium_intake_chunk_0014"",""sodium_intake_for_adults_and_children_chunk_0014"",""potassium_intake_chunk_0023"",""sodium_intake_for_adults_and_children_chunk_0031"",""potassium_intake_chunk_0021"",""potassium_intake_chunk_0193"",""sodium_intake_for_adults_and_children_chunk_0024"",""sodium_intake_for_adults_and_children_chunk_0200""]","[""potassium_intake_chunk_0022""]",[],"[1,2,4,3,10,11,8,5,13,9]","[2,1,3,7,4,5,8,13,6,11]","[0.03252247488101534,0.03252247488101534,0.03149801587301587,0.030798389007344232,0.029910714285714284,0.02946912242686891,0.029411764705882353,0.029083245521601686,0.028850145288501453,0.028577260665441927]",,,0.1,1.0,1.0,1.0,1.0
1,eval_20260818T083844334447Z,9,Why is controlling elevated blood pressure during childhood considered critical for long-term health outcomes in adulthood?,3,"[""potassium_intake_chunk_0023""]","[""sodium_intake_for_adults_and_children_chunk_0024"",""potassium_intake_chunk_0023"",""potassium_intake_chunk_0194""]","[""potassium_intake_chunk_0023""]",[],"[1,2,7]","[1,2,3]","[0.03278688524590164,0.03225806451612903,0.030798389007344232]",,,0.3333333333333333,1.0,1.0,0.5,0.6309297535714575
1,eval_20260818T083844334447Z,9,Why is controlling elevated blood pressure during childhood considered critical for long-term health outcomes in adulthood?,5,"[""potassium_intake_chunk_0023""]","[""sodium_intake_for_adults_and_children_chunk_0024"",""potassium_intake_chunk_0023"",""potassium_intake_chunk_0194"",""potassium_intake_chunk_0055"",""potassium_intake_chunk_0068""]","[""potassium_intake_chunk_0023""]",[],"[1,2,7,11,9]","[1,2,3,4,9]","[0.03278688524590164,0.03225806451612903,0.030798389007344232,0.029709507042253523,0.028985507246376812]",,,0.2,1.0,1.0,0.5,0.6309297535714575
1,eval_20260818T083844334447Z,9,Why is controlling elevated blood pressure during childhood considered critical for long-term health outcomes in adulthood?,10,"[""potassium_intake_chunk_0023""]","[""sodium_intake_for_adults_and_children_chunk_0024"",""potassium_intake_chunk_0023"",""potassium_intake_chunk_0194"",""potassium_intake_chunk_0055"",""potassium_intake_chunk_0068"",""sodium_intake_for_adults_and_children_chunk_0063"",""sodium_intake_for_adults_and_children_chunk_0204"",""sodium_intake_for_adults_and_children_chunk_0041"",""sodium_intake_for_adults_and_children_chunk_0070"",""potassium_intake_chunk_0071""]","[""potassium_intake_chunk_0023""]",[],"[1,2,7,11,9,14,16,19,17,3]","[1,2,3,4,9,8,7,11,14,null]","[0.03278688524590164,0.03225806451612903,0.030798389007344232,0.029709507042253523,0.028985507246376812,0.02821939586645469,0.028083267871170464,0.026742734890354787,0.026500526500526502,0.015873015873015872]",,,0.1,1.0,1.0,0.5,0.6309297535714575
1,eval_20260818T083844334447Z,10,Which specific countries are cited as having national dietary recommendations for potassium intake at 120 mmol/day?,3,"[""potassium_intake_chunk_0025""]","[""potassium_intake_chunk_0025"",""potassium_intake_chunk_0067"",""potassium_intake_chunk_0018""]","[""potassium_intake_chunk_0025""]",[],"[1,2,5]","[1,6,5]","[0.03278688524590164,0.03128054740957967,0.03076923076923077]",,,0.3333333333333333,1.0,1.0,1.0,1.0
1,eval_20260818T083844334447Z,10,Which specific countries are cited as having national dietary recommendations for potassium intake at 120 mmol/day?,5,"[""potassium_intake_chunk_0025""]","[""potassium_intake_chunk_0025"",""potassium_intake_chunk_0067"",""potassium_intake_chunk_0018"",""potassium_intake_chunk_0064"",""potassium_intake_chunk_0065""]","[""potassium_intake_chunk_0025""]",[],"[1,2,5,3,4]","[1,6,5,8,9]","[0.03278688524590164,0.03128054740957967,0.03076923076923077,0.03057889822595705,0.030117753623188408]",,,0.2,1.0,1.0,1.0,1.0
1,eval_20260818T083844334447Z,10,Which specific countries are cited as having national dietary recommendations for potassium intake at 120 mmol/day?,10,"[""potassium_intake_chunk_0025""]","[""potassium_intake_chunk_0025"",""potassium_intake_chunk_0067"",""potassium_intake_chunk_0018"",""potassium_intake_chunk_0064"",""potassium_intake_chunk_0065"",""potassium_intake_chunk_0070"",""potassium_intake_chunk_0045"",""potassium_intake_chunk_0020"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0069""]","[""potassium_intake_chunk_0025""]",[],"[1,2,5,3,4,9,6,7,17,11]","[1,6,5,8,9,7,14,20,11,17]","[0.03278688524590164,0.03128054740957967,0.03076923076923077,0.03057889822595705,0.030117753623188408,0.029418126757516764,0.028665028665028666,0.027425373134328357,0.027071520029266508,0.027071520029266508]",,,0.1,1.0,1.0,1.0,1.0
1,eval_20260818T083844334447Z,11,What physiological mechanism explains why high potassium intake from unrefined food sources is safe for individuals with healthy kidney function?,3,"[""potassium_intake_chunk_0024"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0052""]","[""potassium_intake_chunk_0024"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0051""]","[""potassium_intake_chunk_0024"",""potassium_intake_chunk_0026""]","[""potassium_intake_chunk_0052""]","[3,2,1]","[2,3,6]","[0.03200204813108039,0.03200204813108039,0.031544957774465976]",,,0.6666666666666666,0.6666666666666666,1.0,1.0,0.7653606369886217
1,eval_20260818T083844334447Z,11,What physiological mechanism explains why high potassium intake from unrefined food sources is safe for individuals with healthy kidney function?,5,"[""potassium_intake_chunk_0024"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0052""]","[""potassium_intake_chunk_0024"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0051"",""potassium_intake_chunk_0028"",""potassium_intake_chunk_0069""]","[""potassium_intake_chunk_0024"",""potassium_intake_chunk_0026""]","[""potassium_intake_chunk_0052""]","[3,2,1,4,8]","[2,3,6,5,8]","[0.03200204813108039,0.03200204813108039,0.031544957774465976,0.031009615384615385,0.029411764705882353]",,,0.4,0.6666666666666666,1.0,1.0,0.7653606369886217
1,eval_20260818T083844334447Z,11,What physiological mechanism explains why high potassium intake from unrefined food sources is safe for individuals with healthy kidney function?,10,"[""potassium_intake_chunk_0024"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0052""]","[""potassium_intake_chunk_0024"",""potassium_intake_chunk_0026"",""potassium_intake_chunk_0051"",""potassium_intake_chunk_0028"",""potassium_intake_chunk_0069"",""potassium_intake_chunk_0027"",""potassium_intake_chunk_0014"",""potassium_intake_chunk_0039"",""potassium_intake_chunk_0068"",""sodium_intake_for_adults_and_children_chunk_0025""]","[""potassium_intake_chunk_0024"",""potassium_intake_chunk_0026""]","[""potassium_intake_chunk_0052""]","[3,2,1,4,8,7,9,15,13,null]","[2,3,6,5,8,11,18,14,17,1]","[0.03200204813108039,0.03200204813108039,0.031544957774465976,0.031009615384615385,0.029411764705882353,0.02900988017658188,0.027313266443701224,0.02684684684684685,0.02668564312399929,0.01639344262295082]",,,0.2,0.6666666666666666,1.0,1.0,0.7653606369886217
1,eval_20260818T083902963130Z,1,"What is the WHO recommended minimum daily potassium intake for adults, and how should this intake recommendation be adjusted for children?",3,"[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0064"",""potassium_intake_chunk_0067"",""potassium_intake_chunk_0068""]","[""potassium_intake_chunk_0064"",""potassium_intake_chunk_0068"",""potassium_intake_chunk_0018""]","[""potassium_intake_chunk_0064"",""potassium_intake_chunk_0068"",""potassium_intake_chunk_0018""]","[""potassium_intake_chunk_0067""]","[2,1,3]","[1,3,2]","[0.03252247488101534,0.032266458495966696,0.03200204813108039]",,,1.0,0.75,1.0,1.0,1.0
1,eval_20260818T083902963130Z,1,"What is the WHO recommended minimum daily potassium intake for adults, and how should this intake recommendation be adjusted for children?",5,"[""potassium_intake_chunk_0018"",""potassium_intake_chunk_0064"",""potassium_intake_chunk_0067"",""potassium_intake_chunk_0068""]","[""potassium_intake_chunk_0064"",""potassium_intake_chunk_0068"",""potassium_intake_chunk_0018"",""potassium_intake_chunk_0005"",""potassium_intake_chunk_0065""]","[""potassium_intake_chunk_0064"",""potassium_intake_chunk_0068"",""potassium_intake_chunk_0018""]","[""potassium_intake_chunk_0067""]","[2,1,3,6,9]","[1,3,2,7,5]","[0.03252247488101534,0.032266458495966696,0.03200204813108039,0.03007688828584351,0.029877369007803793]",,,0.6,0.75,1.0,1.0,0.8318724637288826
